bigram,log_odds_ratio
game great,0.7784
across country,0.7784
came nice,0.7784
like everyone,0.7784
saving money,0.7784
away mode,0.7784
would fun,0.7784
rose gold,0.7784
face face,0.7784
bought extra,0.7784
little better,0.7784
noticeable difference,0.7784
sometimes even,0.7784
response time,0.7784
size good,0.7784
water drink,0.7784
saved day,0.7784
two one,0.7784
back better,0.7784
sure expect,0.7784
sure good,0.7784
install super,0.7784
great selection,0.7784
sounds good,0.7784
finding new,0.7784
helped get,0.7784
making easy,0.7786
well easy,0.7786
two sets,0.7786
prime video,0.7786
queen size,0.7786
find little,0.7786
blue yeti,0.7786
thought give,0.7786
one see,0.7786
like regular,0.7786
one try,0.7786
time think,0.7786
cannot say,0.7786
thought might,0.7786
watched movie,0.7786
much say,0.7786
much bigger,0.7786
book would,0.7786
doorbell camera,0.7786
drinks cold,0.7786
nintendo switch,0.7786
drinking water,0.7786
ago still,0.7786
bad habits,0.7786
five minutes,0.7786
ant baits,0.7786
works perfect,0.7786
finished book,0.7786
poop bags,0.7786
like make,0.7786
like watermelon,0.7786
could take,0.7786
elementary school,0.7786
also make,0.7786
second set,0.7786
bought years,0.7786
full ice,0.7786
always get,0.7789
big enough,0.7789
want know,0.7789
cannot recommend,0.7789
get used,0.7789
work like,0.7791
many many,0.7791
wait see,0.7791
first thing,0.7796
need use,0.7937
work great,0.7949
would say,0.7949
let sit,0.7969
side note,0.7969
sounds like,0.7969
knew would,0.8024
read books,0.8024
would good,0.8024
read lot,0.8024
started reading,0.8024
game pass,0.8024
nothing else,0.8024
birthday gift,0.8024
never get,0.8024
straw lid,0.8075
echo dots,0.8134
get away,0.8134
never problems,0.8134
easy enough,0.8134
may want,0.8134
one things,0.8134
big box,0.8134
enough make,0.8134
regret purchase,0.8134
water make,0.8134
bought first,0.8134
protein powder,0.8134
time using,0.8134
lunch time,0.8134
time tried,0.8134
like well,0.8134
thank goodness,0.8134
sure people,0.8134
two things,0.8134
love ice,0.8134
pass ultimate,0.8134
ended getting,0.8134
way much,0.8134
variety pack,0.8134
ear loops,0.8134
one thing,0.8138
top rack,0.814
wish would,0.814
year old,0.819
heavy duty,0.8209
first got,0.8247
one first,0.8247
get little,0.8247
large enough,0.8247
digital version,0.8247
little extra,0.8247
since bought,0.8247
would expect,0.8247
cards get,0.8247
family friends,0.8247
small amount,0.8247
lot reviews,0.8247
put new,0.8247
product great,0.8304
face masks,0.8454
mosquito bites,0.8454
could better,0.8454
game fun,0.8454
great definitely,0.8454
characters book,0.8454
despite best,0.8454
like may,0.8454
actually bought,0.8454
days days,0.8454
may seem,0.8454
first chapter,0.8454
good hours,0.8454
use regular,0.8454
keep away,0.8454
bad day,0.8454
things need,0.8454
post review,0.8454
get high,0.8454
get even,0.8454
less waste,0.8454
great looking,0.8454
buy use,0.8454
even notice,0.8454
better way,0.8454
know start,0.8454
set camera,0.8454
almost month,0.8454
potato chips,0.8454
box used,0.8454
wish bought,0.8454
initially thought,0.8454
wyze cam,0.8454
really matter,0.8454
brand tried,0.8454
minutes set,0.8454
spent years,0.8454
bought little,0.8454
mental health,0.8454
amazon great,0.8454
school supply,0.8454
tested positive,0.8454
amazon purchase,0.8454
one many,0.8454
good cards,0.8454
get use,0.8454
reviews made,0.8454
one decided,0.8454
got set,0.8454
every couple,0.8454
read negative,0.8454
year use,0.8454
really fun,0.8454
old remote,0.8454
water tastes,0.8454
never leave,0.8454
set record,0.8454
key code,0.8454
button side,0.8454
work first,0.8454
amazon best,0.8454
like try,0.8454
quickly without,0.8454
realize much,0.8454
hardware store,0.8454
book help,0.8454
side water,0.8454
would tell,0.8454
two brands,0.8454
drink much,0.8454
also read,0.8454
six pack,0.8454
video sound,0.8454
lightning deal,0.8454
really make,0.8454
must use,0.8454
reviewers said,0.8454
due covid,0.8454
looking like,0.8454
half inch,0.8454
recommend people,0.8454
buying brand,0.8454
back one,0.8454
actually see,0.8454
could longer,0.8454
first started,0.8454
also using,0.8454
water would,0.8454
week use,0.8454
also fit,0.8454
saying something,0.8454
would actually,0.8454
twice week,0.8454
first received,0.8454
worked perfect,0.8454
little nervous,0.8454
day know,0.8454
size easy,0.8454
little ice,0.8454
find better,0.8454
get phone,0.8454
time energy,0.8454
drink lot,0.8454
abbey road,0.8454
need good,0.8454
included picture,0.8454
personal preference,0.8454
help books,0.8454
wide view,0.8454
put batteries,0.8454
however think,0.8454
gold standard,0.8454
amazing price,0.8454
work way,0.8454
difficult time,0.8454
lay flat,0.8454
price product,0.8454
customer life,0.8454
well worked,0.8454
one couple,0.8454
worst case,0.8454
love buy,0.8454
love looking,0.8454
wear masks,0.8454
right like,0.8454
book well,0.8454
one read,0.8454
well still,0.8454
battery compartment,0.8454
great design,0.8454
friend mine,0.8454
made decision,0.8454
non toxic,0.8454
smells great,0.8454
already one,0.8454
counter top,0.8454
new pack,0.8454
one never,0.8454
well look,0.8454
think ever,0.8454
purchased new,0.8454
whole life,0.8454
depression anxiety,0.8454
fun colors,0.8454
breast milk,0.8454
cats love,0.8454
great far,0.8454
day would,0.8454
buy read,0.8454
size bed,0.8454
stay home,0.8454
without using,0.8454
stomach issues,0.8454
watch movies,0.8454
take shower,0.8454
people looking,0.8454
use many,0.8454
cards made,0.8454
use night,0.8454
would easy,0.8454
one huge,0.8454
amazon page,0.8454
much read,0.8454
say would,0.8454
using month,0.8454
pencils great,0.8454
toy dog,0.8454
rubbing alcohol,0.8454
read like,0.8454
video audio,0.8454
reason buy,0.8454
led light,0.8454
lot easier,0.8454
much space,0.8454
work also,0.8454
minutes per,0.8454
great would,0.8454
water even,0.8454
take word,0.8454
tried three,0.8454
review help,0.8454
per serving,0.8454
one occasion,0.8454
video see,0.8454
hard tell,0.8454
great thing,0.8454
one cats,0.8454
also much,0.8454
put work,0.8454
first saw,0.8454
previous one,0.8454
see still,0.8454
one might,0.8454
first year,0.8457
needed new,0.8457
reading books,0.8457
answer questions,0.8457
usually buy,0.8457
get thank,0.8457
day work,0.8457
want keep,0.8457
one used,0.8457
generation echo,0.8457
hands best,0.8457
price right,0.8457
play store,0.8457
keep eye,0.8457
like way,0.8457
regular size,0.8457
every issue,0.8457
ant bait,0.8457
want put,0.8457
amazon money,0.8457
years back,0.8457
see lot,0.8457
learned buy,0.8457
enough water,0.8457
one person,0.8457
know people,0.8457
whole new,0.8457
little longer,0.8457
last months,0.846
make feel,0.846
one last,0.846
bought second,0.846
like much,0.846
coming back,0.846
finally decided,0.846
one works,0.846
good things,0.846
makes sense,0.846
could put,0.8463
ordered another,0.8463
purchased one,0.8463
got one,0.8466
ice cubes,0.8469
one side,0.8616
cold water,0.8616
cloud storage,0.8616
old one,0.8628
lot people,0.8662
make ice,0.8662
buy new,0.8662
fall love,0.8662
live life,0.8757
new phone,0.8757
since got,0.8757
put together,0.8757
come home,0.8757
digital cards,0.8757
ahead time,0.8757
need get,0.8757
know many,0.8757
pop socket,0.8757
found product,0.8757
using one,0.8757
last two,0.8757
need know,0.8757
special effects,0.8757
works better,0.8757
alexa turn,0.8757
love much,0.8856
one also,0.8856
would need,0.8856
found one,0.8856
last time,0.8906
everything else,0.8906
took chance,0.8906
best bang,0.9034
dark roast,0.9034
ten years,0.9034
least month,0.9034
expect much,0.9034
great day,0.9034
better see,0.9034
spent lot,0.9034
make purchase,0.9034
super crema,0.9034
completely different,0.9034
like anything,0.9034
good read,0.9034
without hesitation,0.9034
water tank,0.9034
need replace,0.9034
cheaper price,0.9034
good also,0.9034
takes place,0.9034
people even,0.9034
much would,0.9034
great really,0.9034
lot longer,0.9034
use paper,0.9034
started working,0.9034
happy little,0.9034
getting stuck,0.9034
kind like,0.9034
worth buy,0.9034
time started,0.9034
carrying case,0.9034
getting rid,0.9034
time back,0.9034
always hand,0.9034
people talking,0.9034
coffee taste,0.9034
every kind,0.9034
product get,0.9034
probably one,0.9034
picture great,0.9034
back first,0.9034
set use,0.9034
gift someone,0.9034
like wearing,0.9034
like playing,0.9034
macbook air,0.9034
worked even,0.9034
book life,0.9034
pretty quick,0.9034
trying save,0.9034
know good,0.9034
dog loves,0.9034
good experience,0.9034
could still,0.9034
well developed,0.9034
fire cube,0.9034
fair price,0.9034
might work,0.9034
great two,0.9034
year warranty,0.9034
fit right,0.9034
makes difference,0.9034
person one,0.9034
planet waves,0.9034
small children,0.9034
plastic bags,0.9034
know use,0.9034
wear one,0.9034
water clean,0.9034
well long,0.9034
also want,0.9034
good see,0.9034
reviews mentioned,0.9034
going give,0.9034
since also,0.9034
reviews bought,0.9034
bought size,0.9034
able read,0.9034
time really,0.9034
think want,0.9034
use either,0.9034
think makes,0.9034
found way,0.9034
got good,0.9034
know need,0.9034
better old,0.9034
used several,0.9034
purchased daughter,0.9034
time make,0.9034
purchased several,0.9034
great great,0.9034
better first,0.9034
high risk,0.9034
like kind,0.9034
attached picture,0.9034
make life,0.9034
never know,0.9034
log amazon,0.9034
comes apart,0.9034
definitely works,0.9034
use dishwasher,0.9034
time frame,0.9034
plug usb,0.9034
bad thing,0.9034
hard copy,0.9034
everything comes,0.9034
buy also,0.9034
day received,0.9034
per unit,0.9034
quality material,0.9034
tried one,0.9034
return process,0.9034
hard see,0.9034
work laptop,0.9034
like time,0.9034
considering price,0.9034
great picture,0.9034
little easier,0.9034
mobile device,0.9034
one still,0.9034
never even,0.9034
medium large,0.9034
ice frozen,0.9034
kids use,0.9034
sure one,0.9034
durable enough,0.9034
look really,0.9034
try new,0.9034
open mind,0.9034
first gen,0.9034
old grandson,0.9034
good choice,0.9034
got tired,0.9034
everyone know,0.9034
would really,0.9034
strongly suggest,0.9034
words describe,0.9034
right one,0.9034
wireless network,0.9034
feel bit,0.9034
two kids,0.9034
united states,0.9034
purchase ever,0.9034
bang buck,0.9038
half price,0.9038
going buy,0.9038
use time,0.9038
even one,0.9038
much time,0.9038
drink water,0.9038
six months,0.9038
buying amazon,0.9038
strong enough,0.9038
amount water,0.9038
like something,0.9038
see pictures,0.9038
take away,0.9038
quality excellent,0.9038
power cord,0.9038
get right,0.9038
nice little,0.9041
hard get,0.9041
taste like,0.9041
best part,0.9048
every day,0.9079
xbox live,0.9179
see much,0.9219
need one,0.9219
next time,0.9219
time use,0.9219
easy put,0.9219
hard time,0.9219
really liked,0.9219
looking forward,0.923
end day,0.9301
worked like,0.9301
either way,0.9301
sound like,0.9301
air flow,0.9301
exactly wanted,0.9301
one get,0.9301
get two,0.9301
got back,0.9301
went ahead,0.9301
different types,0.9301
right box,0.9301
fast easy,0.9301
feel like,0.9304
take care,0.9309
price point,0.9316
come back,0.9316
years ago,0.9331
last years,0.9363
one two,0.9363
could see,0.9363
give stars,0.939
time used,0.939
took minutes,0.939
usb port,0.9401
another one,0.9404
like easy,0.9546
see anything,0.9546
make noise,0.9546
arrived yesterday,0.9546
took years,0.9546
way long,0.9546
air filters,0.9546
important thing,0.9546
worked wonderfully,0.9546
iphone ipad,0.9546
well know,0.9546
phone mount,0.9546
movie really,0.9546
boiling water,0.9546
many hours,0.9546
feels great,0.9546
case phone,0.9546
see everything,0.9546
camera quality,0.9546
book love,0.9546
wait next,0.9546
decided take,0.9546
like white,0.9546
usb plug,0.9546
use work,0.9546
little worried,0.9546
like color,0.9546
way way,0.9546
gas station,0.9546
money spent,0.9546
short term,0.9546
want make,0.9546
wash hands,0.9546
upper right,0.9546
another product,0.9546
love get,0.9546
purchasing product,0.9546
already bought,0.9546
far less,0.9546
exactly need,0.9546
reviews stating,0.9546
could definitely,0.9546
see people,0.9546
got right,0.9546
needed one,0.9546
one big,0.9546
said work,0.9546
bought daughter,0.9546
lot water,0.9546
really much,0.9546
far better,0.9546
love using,0.9546
little snugglers,0.9546
bag store,0.9546
really annoying,0.9546
jack carr,0.9546
others tried,0.9546
things would,0.9546
look nice,0.9546
let see,0.9546
quality much,0.9546
day since,0.9546
one product,0.9546
usb drive,0.9546
one app,0.9546
fun movie,0.9546
scrub brush,0.9546
used past,0.9546
bad things,0.9546
way see,0.9546
well constructed,0.9546
thing say,0.9546
way use,0.9546
san francisco,0.9546
fit good,0.9546
important things,0.9546
one almost,0.9546
good would,0.9546
let dry,0.9546
extremely satisfied,0.9546
light bulb,0.9546
thinking getting,0.9546
grain free,0.9546
use every,0.9546
well need,0.9546
got great,0.9546
app really,0.9546
put water,0.9546
water resistant,0.9546
work really,0.9546
compared brands,0.9546
far used,0.9546
one daughter,0.9546
days get,0.9546
price range,0.9546
say get,0.9546
feel right,0.9546
heart attack,0.9546
one price,0.9546
part story,0.9546
half year,0.9546
even able,0.9546
use hot,0.9546
one less,0.9546
one package,0.9546
spider man,0.9546
food wine,0.9546
also work,0.9546
use even,0.9546
seventh generation,0.9546
lot better,0.955
help keep,0.955
extension cord,0.955
macbook pro,0.955
common sense,0.955
book much,0.955
long run,0.955
taste great,0.955
good bad,0.955
use lot,0.955
decided get,0.955
thus far,0.9554
makes ice,0.9554
started using,0.9558
sound quality,0.9631
book read,0.9658
would buy,0.9706
really want,0.9713
work fine,0.9713
quality good,0.9713
product works,0.9713
long time,0.9766
would purchase,0.9786
put away,0.9786
ever owned,0.9786
without issue,0.9786
solar panel,0.9786
extremely well,0.9786
come across,0.9786
would suggest,0.9786
two pack,0.9786
another brand,0.9786
notice difference,0.9786
sensitive skin,0.9794
much better,0.9834
amount time,0.9865
using product,0.9865
worked perfectly,0.9907
six year,1.0004
german shepherd,1.0004
often find,1.0004
get much,1.0004
camera lenses,1.0004
first love,1.0004
ever get,1.0004
could keep,1.0004
like best,1.0004
get close,1.0004
time find,1.0004
excellent value,1.0004
get sick,1.0004
air filter,1.0004
right thing,1.0004
parking lot,1.0004
bought brand,1.0004
spend hours,1.0004
need take,1.0004
wanted one,1.0004
nice clean,1.0004
two minutes,1.0004
helps someone,1.0004
fingers crossed,1.0004
seen reviews,1.0004
code amazon,1.0004
nice surprise,1.0004
last page,1.0004
one single,1.0004
time long,1.0004
also put,1.0004
literally everything,1.0004
instructions clear,1.0004
lot less,1.0004
always wanted,1.0004
recommend buy,1.0004
black one,1.0004
looks nice,1.0004
turned back,1.0004
zero issues,1.0004
tried lot,1.0004
open box,1.0004
everything could,1.0004
throughout entire,1.0004
comfortable wear,1.0004
use tablet,1.0004
another thing,1.0004
inside outside,1.0004
actually got,1.0004
product definitely,1.0004
product much,1.0004
medium size,1.0004
sure could,1.0004
read first,1.0004
fast paced,1.0004
lot things,1.0004
per year,1.0004
common core,1.0004
since last,1.0004
first set,1.0004
back like,1.0004
weeks later,1.0004
background noise,1.0004
going need,1.0004
great reviews,1.0004
people might,1.0004
decent price,1.0004
voice recognition,1.0004
use usb,1.0004
well works,1.0004
canned food,1.0004
see pics,1.0004
great fit,1.0004
end year,1.0004
one much,1.0004
comes back,1.0004
lot like,1.0004
two packs,1.0004
time first,1.0004
right front,1.0004
extra room,1.0004
put two,1.0004
apple products,1.0004
wal mart,1.0004
gave stars,1.0004
back camera,1.0004
clump seal,1.0004
also gave,1.0004
dropped phone,1.0009
want see,1.0009
story line,1.0009
